,symbol,year,quarter,net_income,total_assets,source,book_value
132,ACUTAAS,2023,FY,83.0,767.0,screener_html,594.0
133,ACUTAAS,2024,FY,49.0,1096.0,screener_html,674.0
134,ACUTAAS,2025,FY,160.0,1549.0,screener_html,1310.0
135,ACUTAAS,2026,FY,356.0,1984.0,screener_html,1654.0
136,ADANIENSOL,2015,FY,-7.0,11492.0,screener_html,1083.0
137,ADANIENSOL,2016,FY,368.0,11746.0,screener_html,2672.0
138,ADANIENSOL,2017,FY,416.0,12811.0,screener_html,2947.0
139,ADANIENSOL,2018,FY,1143.0,17265.0,screener_html,6057.0
140,ADANIENSOL,2019,FY,559.0,32558.0,screener_html,8043.0
141,ADANIENSOL,2020,FY,706.0,39711.0,screener_html,8499.0
142,ADANIENSOL,2021,FY,1290.0,43234.0,screener_html,8919.0
143,ADANIENSOL,2022,FY,1236.0,47464.0,screener_html,9913.0
144,ADANIENSOL,2023,FY,1281.0,53932.0,screener_html,11749.0
145,ADANIENSOL,2024,FY,1196.0,58538.0,screener_html,12641.0
146,ADANIENSOL,2025,FY,922.0,73902.0,screener_html,22068.0
147,ADANIENSOL,2026,FY,2393.0,92757.0,screener_html,25427.0
148,ADANIENT,2015,FY,2298.0,130718.0,screener_html,25728.0
149,ADANIENT,2016,FY,1000.0,41679.0,screener_html,13378.0
150,ADANIENT,2017,FY,925.0,47611.0,screener_html,14136.0
151,ADANIENT,2018,FY,594.0,56405.0,screener_html,15089.0
152,ADANIENT,2019,FY,506.0,42536.0,screener_html,14756.0
153,ADANIENT,2020,FY,1040.0,46875.0,screener_html,16947.0
154,ADANIENT,2021,FY,1046.0,51617.0,screener_html,17159.0
155,ADANIENT,2022,FY,788.0,101586.0,screener_html,22257.0
156,ADANIENT,2023,FY,2422.0,141278.0,screener_html,33051.0
157,ADANIENT,2024,FY,3335.0,160586.0,screener_html,39076.0
158,ADANIENT,2025,FY,8005.0,197843.0,screener_html,50314.0
159,ADANIENT,2026,FY,9951.0,260868.0,screener_html,80926.0
160,ADANIGREEN,2016,FY,-9.0,5569.0,screener_html,151.0
161,ADANIGREEN,2017,FY,-47.0,6160.0,screener_html,1203.0
162,ADANIGREEN,2018,FY,-138.0,15709.0,screener_html,1341.0
163,ADANIGREEN,2019,FY,-475.0,14658.0,screener_html,1933.0
164,ADANIGREEN,2020,FY,-68.0,18424.0,screener_html,2356.0
165,ADANIGREEN,2021,FY,182.0,28692.0,screener_html,2200.0
166,ADANIGREEN,2022,FY,489.0,58954.0,screener_html,2614.0
167,ADANIGREEN,2023,FY,973.0,66909.0,screener_html,7304.0
168,ADANIGREEN,2024,FY,1260.0,88086.0,screener_html,9834.0
169,ADANIGREEN,2025,FY,2001.0,110764.0,screener_html,12137.0
170,ADANIGREEN,2026,FY,1987.0,142988.0,screener_html,19965.0
171,ADANIPORTS,2015,FY,2324.0,32082.0,screener_html,10765.0
172,ADANIPORTS,2016,FY,2856.0,38385.0,screener_html,13505.0
173,ADANIPORTS,2017,FY,3902.0,43369.0,screener_html,17526.0
174,ADANIPORTS,2018,FY,3690.0,47233.0,screener_html,20903.0
175,ADANIPORTS,2019,FY,4045.0,56311.0,screener_html,24372.0
176,ADANIPORTS,2020,FY,3785.0,61917.0,screener_html,25457.0
177,ADANIPORTS,2021,FY,5049.0,74582.0,screener_html,30441.0
178,ADANIPORTS,2022,FY,4953.0,98328.0,screener_html,41821.0
179,ADANIPORTS,2023,FY,5391.0,112563.0,screener_html,45389.0
180,ADANIPORTS,2024,FY,8104.0,116999.0,screener_html,52778.0
181,ADANIPORTS,2025,FY,11061.0,133443.0,screener_html,62269.0
182,ADANIPORTS,2026,FY,12782.0,183099.0,screener_html,95959.0
183,ADANIPOWER,2015,FY,-816.0,58474.0,screener_html,5725.0
184,ADANIPOWER,2016,FY,551.0,75794.0,screener_html,7468.0
185,ADANIPOWER,2017,FY,-6174.0,71511.0,screener_html,3000.0
186,ADANIPOWER,2018,FY,-2103.0,69528.0,screener_html,889.0
187,ADANIPOWER,2019,FY,-984.0,67985.0,screener_html,7712.0
188,ADANIPOWER,2020,FY,-2275.0,75025.0,screener_html,6481.0
189,ADANIPOWER,2021,FY,1270.0,78535.0,screener_html,13113.0
190,ADANIPOWER,2022,FY,4912.0,81981.0,screener_html,18457.0
191,ADANIPOWER,2023,FY,10727.0,85821.0,screener_html,29629.0
192,ADANIPOWER,2024,FY,20829.0,92009.0,screener_html,42899.0
193,ADANIPOWER,2025,FY,12750.0,112918.0,screener_html,56347.0
194,ADANIPOWER,2026,FY,12971.0,141469.0,screener_html,64937.0
195,ATGL,2018,FY,162.0,2803.0,screener_html,1016.0
196,ATGL,2019,FY,229.0,2048.0,screener_html,1102.0
197,ATGL,2020,FY,436.0,2476.0,screener_html,1471.0
198,ATGL,2021,FY,463.0,3204.0,screener_html,1934.0
199,ATGL,2022,FY,509.0,4415.0,screener_html,2416.0
200,ATGL,2023,FY,546.0,5645.0,screener_html,2941.0
201,ATGL,2024,FY,668.0,6592.0,screener_html,3580.0
202,ATGL,2025,FY,654.0,7665.0,screener_html,4207.0
203,ATGL,2026,FY,656.0,9549.0,screener_html,4865.0
204,ABCAPITAL,2015,FY,309.0,19642.0,screener_html,1813.0
205,ABCAPITAL,2016,FY,524.0,30042.0,screener_html,2717.0
206,ABCAPITAL,2017,FY,691.0,78141.0,screener_html,6610.0
207,ABCAPITAL,2018,FY,693.0,93556.0,screener_html,8538.0
208,ABCAPITAL,2019,FY,811.0,109470.0,screener_html,9512.0
209,ABCAPITAL,2020,FY,866.0,113520.0,screener_html,12576.0
210,ABCAPITAL,2021,FY,1106.0,124485.0,screener_html,13742.0
211,ABCAPITAL,2022,FY,1660.0,140815.0,screener_html,15492.0
212,ABCAPITAL,2023,FY,4824.0,180353.0,screener_html,20311.0
213,ABCAPITAL,2024,FY,3439.0,231623.0,screener_html,26817.0
214,ABCAPITAL,2025,FY,3382.0,278643.0,screener_html,30389.0
215,ABCAPITAL,2026,FY,3864.0,334966.0,screener_html,34424.0
216,ABFRL,2019,FY,321.0,6621.0,screener_html,1428.0
217,ABFRL,2020,FY,-165.0,9758.0,screener_html,1068.0
218,ABFRL,2021,FY,-736.0,10049.0,screener_html,2644.0
219,ABFRL,2022,FY,-118.0,12195.0,screener_html,2773.0
220,ABFRL,2023,FY,-59.0,16790.0,screener_html,3343.0
221,ABFRL,2024,FY,-736.0,21790.0,screener_html,4022.0
222,ABFRL,2025,FY,-456.0,16394.0,screener_html,6812.0
223,ABFRL,2026,FY,-830.0,17395.0,screener_html,5840.0
224,ABLBL,2025,FY,60.0,8279.0,screener_html,1276.05
225,ABLBL,2026,FY,171.0,8720.0,screener_html,1413.0
226,ABREL,2017,FY,105.0,10336.0,screener_html,2482.0
227,ABREL,2018,FY,372.0,10331.0,screener_html,2748.0
228,ABREL,2019,FY,6063.0,6175.0,screener_html,3294.0
229,ABREL,2020,FY,360.0,6747.0,screener_html,3480.0
230,ABREL,2021,FY,-34.0,6693.0,screener_html,3505.0
231,ABREL,2022,FY,162.0,7739.0,screener_html,3719.0
232,ABREL,2023,FY,265.0,8411.0,screener_html,3887.0
233,ABREL,2024,FY,60.0,10499.0,screener_html,3979.0
234,ABREL,2025,FY,-157.0,16483.0,screener_html,3841.0
235,ABREL,2026,FY,-115.0,20233.0,screener_html,3701.0
236,ABSLAMC,2017,FY,223.0,1200.0,screener_html,942.0
237,ABSLAMC,2018,FY,349.0,1549.0,screener_html,1138.0
238,ABSLAMC,2019,FY,447.0,1498.0,screener_html,1221.0
239,ABSLAMC,2020,FY,494.0,1572.0,screener_html,1317.0
240,ABSLAMC,2021,FY,526.0,1985.0,screener_html,1705.0
241,ABSLAMC,2022,FY,673.0,2435.0,screener_html,2196.0
242,ABSLAMC,2023,FY,596.0,2788.0,screener_html,2517.0
243,ABSLAMC,2024,FY,780.0,3502.0,screener_html,3169.0
244,ABSLAMC,2025,FY,931.0,4114.0,screener_html,3727.0
245,ABSLAMC,2026,FY,975.0,4415.0,screener_html,4041.0
246,CPPLUS,2020,FY,17.0,775.0,screener_html,164.0
247,CPPLUS,2021,FY,29.0,703.0,screener_html,191.0
248,CPPLUS,2022,FY,97.0,1214.0,screener_html,286.0
249,CPPLUS,2023,FY,108.0,1709.0,screener_html,312.0
250,CPPLUS,2024,FY,115.0,1644.0,screener_html,424.0
251,CPPLUS,2025,FY,351.0,3175.0,screener_html,1018.0
252,CPPLUS,2026,FY,368.0,3991.0,screener_html,1877.0
253,AEGISLOG,2015,FY,112.0,937.0,screener_html,427.0
254,AEGISLOG,2016,FY,126.0,899.0,screener_html,504.0
255,AEGISLOG,2017,FY,133.0,1994.0,screener_html,837.0
256,AEGISLOG,2018,FY,214.0,2214.0,screener_html,1207.0
257,AEGISLOG,2019,FY,252.0,2345.0,screener_html,1391.0
258,AEGISLOG,2020,FY,134.0,2890.0,screener_html,1655.0
259,AEGISLOG,2021,FY,249.0,3042.0,screener_html,1936.0
260,AEGISLOG,2022,FY,385.0,3961.0,screener_html,2180.0
261,AEGISLOG,2023,FY,511.0,7069.0,screener_html,3532.0
262,AEGISLOG,2024,FY,672.0,7929.0,screener_html,3894.0
263,AEGISLOG,2025,FY,787.0,11080.0,screener_html,4631.0
264,AEGISLOG,2026,FY,1107.0,14269.0,screener_html,6055.0
265,AEGISVOPAK,2022,FY,-1.0,103.0,screener_html,1.51
266,AEGISVOPAK,2023,FY,-0.0,3479.0,screener_html,953.0
267,AEGISVOPAK,2024,FY,87.0,4523.0,screener_html,997.0
268,AEGISVOPAK,2025,FY,225.0,6747.0,screener_html,1343.0
269,AEGISVOPAK,2026,FY,342.0,8421.0,screener_html,4291.0
270,AFCONS,2020,FY,248.0,13097.0,screener_html,1793.0
271,AFCONS,2021,FY,170.0,12490.0,screener_html,1940.0
272,AFCONS,2022,FY,358.0,12974.0,screener_html,2262.0
273,AFCONS,2023,FY,411.0,14301.0,screener_html,2726.0
274,AFCONS,2024,FY,450.0,16234.0,screener_html,3596.0
275,AFCONS,2025,FY,487.0,17119.0,screener_html,5261.0
276,AFCONS,2026,FY,251.0,19131.0,screener_html,5450.0
277,AFFLE,2018,FY,28.0,76.0,screener_html,30.0
278,AFFLE,2019,FY,49.0,158.0,screener_html,72.0
279,AFFLE,2020,FY,66.0,402.0,screener_html,230.0
280,AFFLE,2021,FY,135.0,753.0,screener_html,359.0
281,AFFLE,2022,FY,215.0,1824.0,screener_html,1178.0
282,AFFLE,2023,FY,245.0,2008.0,screener_html,1465.0
283,AFFLE,2024,FY,297.0,3273.0,screener_html,2498.0
284,AFFLE,2025,FY,382.0,3612.0,screener_html,2946.0
285,AFFLE,2026,FY,455.0,4421.0,screener_html,3652.0
286,AJANTPHARM,2015,FY,310.0,1146.0,screener_html,841.0
287,AJANTPHARM,2016,FY,416.0,1479.0,screener_html,1191.0
288,AJANTPHARM,2017,FY,507.0,1823.0,screener_html,1568.0
289,AJANTPHARM,2018,FY,469.0,2426.0,screener_html,2042.0
290,AJANTPHARM,2019,FY,387.0,2664.0,screener_html,2246.0
291,AJANTPHARM,2020,FY,468.0,3293.0,screener_html,2599.0
292,AJANTPHARM,2021,FY,654.0,3729.0,screener_html,2995.0
293,AJANTPHARM,2022,FY,713.0,4000.0,screener_html,3264.0
294,AJANTPHARM,2023,FY,588.0,4582.0,screener_html,3388.0
295,AJANTPHARM,2024,FY,816.0,4530.0,screener_html,3567.0
296,AJANTPHARM,2025,FY,920.0,4904.0,screener_html,3790.0
297,AJANTPHARM,2026,FY,1056.0,6037.0,screener_html,4527.0
298,ALKEM,2015,FY,392.0,5291.0,screener_html,2999.0
299,ALKEM,2016,FY,752.0,5534.0,screener_html,3692.0
300,ALKEM,2017,FY,905.0,6568.0,screener_html,4468.0
301,ALKEM,2018,FY,638.0,7664.0,screener_html,4864.0
302,ALKEM,2019,FY,774.0,8208.0,screener_html,5439.0
303,ALKEM,2020,FY,1149.0,9946.0,screener_html,6161.0
304,ALKEM,2021,FY,1618.0,11519.0,screener_html,7377.0
305,ALKEM,2022,FY,1680.0,14069.0,screener_html,8638.0
306,ALKEM,2023,FY,1007.0,13757.0,screener_html,9045.0
307,ALKEM,2024,FY,1811.0,15575.0,screener_html,10312.0
308,ALKEM,2025,FY,2215.0,17691.0,screener_html,11985.0
309,ALKEM,2026,FY,2351.0,20858.0,screener_html,13820.0
310,ABDL,2020,FY,13.0,2414.0,screener_html,373.0
311,ABDL,2021,FY,3.0,2308.0,screener_html,375.0
312,ABDL,2022,FY,1.0,2255.0,screener_html,404.0
313,ABDL,2023,FY,2.0,2500.0,screener_html,406.0
314,ABDL,2024,FY,2.0,2645.0,screener_html,407.0
315,ABDL,2025,FY,195.0,3534.0,screener_html,1543.0
316,ABDL,2026,FY,220.0,4163.0,screener_html,1663.0
317,ARE&M,2019,FY,483.0,4496.0,screener_html,3335.0
318,ARE&M,2020,FY,661.0,5000.0,screener_html,3655.0
319,ARE&M,2021,FY,647.0,5797.0,screener_html,4210.0
320,ARE&M,2022,FY,513.0,6376.0,screener_html,4552.0
321,ARE&M,2023,FY,731.0,7961.0,screener_html,6007.0
322,ARE&M,2024,FY,934.0,8976.0,screener_html,6798.0
323,ARE&M,2025,FY,945.0,10161.0,screener_html,7389.0
324,ARE&M,2026,FY,896.0,11419.0,screener_html,8099.0
325,AMBER,2015,FY,29.0,1006.0,screener_html,239.0
326,AMBER,2016,FY,24.0,1115.0,screener_html,263.0
327,AMBER,2017,FY,22.0,1251.0,screener_html,363.0
328,AMBER,2018,FY,62.0,1728.0,screener_html,892.0
329,AMBER,2019,FY,95.0,2371.0,screener_html,986.0
330,AMBER,2020,FY,164.0,2899.0,screener_html,1128.0
331,AMBER,2021,FY,83.0,3585.0,screener_html,1604.0
332,AMBER,2022,FY,111.0,4910.0,screener_html,1735.0
333,AMBER,2023,FY,164.0,6240.0,screener_html,1909.0
334,AMBER,2024,FY,139.0,6590.0,screener_html,2065.0
335,AMBER,2025,FY,251.0,8426.0,screener_html,2286.0
336,AMBER,2026,FY,226.0,13767.0,screener_html,4372.0
337,AMBUJACEM,2014,FY,1487.0,13878.0,screener_html,10070.0
338,AMBUJACEM,2015,FY,808.0,14133.0,screener_html,10271.0
339,AMBUJACEM,2016,FY,1434.0,32824.0,screener_html,19821.0
340,AMBUJACEM,2017,FY,1945.0,35509.0,screener_html,20672.0
341,AMBUJACEM,2018,FY,2973.0,37391.0,screener_html,22370.0
342,AMBUJACEM,2019,FY,2783.0,40178.0,screener_html,24078.0
343,AMBUJACEM,2020,FY,3107.0,39718.0,screener_html,22757.0
344,AMBUJACEM,2021,FY,3711.0,45205.0,screener_html,25354.0
345,AMBUJACEM,2023,FY,3024.0,51721.0,screener_html,31698.0
346,AMBUJACEM,2024,FY,4735.0,65067.0,screener_html,41452.0
347,AMBUJACEM,2025,FY,5294.0,81102.0,screener_html,53579.0
348,AMBUJACEM,2026,FY,5637.0,89574.0,screener_html,59347.0
349,ANANDRATHI,2019,FY,58.0,231.0,screener_html,123.0
350,ANANDRATHI,2020,FY,62.0,409.0,screener_html,186.0
351,ANANDRATHI,2021,FY,45.0,340.0,screener_html,242.0
352,ANANDRATHI,2022,FY,127.0,480.0,screener_html,344.0
353,ANANDRATHI,2023,FY,169.0,624.0,screener_html,468.0
354,ANANDRATHI,2024,FY,226.0,880.0,screener_html,649.0
355,ANANDRATHI,2025,FY,301.0,961.0,screener_html,674.0
356,ANANDRATHI,2026,FY,397.0,1329.0,screener_html,999.0
357,ANANTRAJ,2015,FY,142.0,6091.0,screener_html,4134.0
358,ANANTRAJ,2016,FY,70.0,6249.0,screener_html,4117.0
359,ANANTRAJ,2017,FY,76.0,6692.0,screener_html,4246.0
360,ANANTRAJ,2018,FY,66.0,7473.0,screener_html,4187.0
361,ANANTRAJ,2019,FY,40.0,4602.0,screener_html,2501.0
362,ANANTRAJ,2020,FY,24.0,4588.0,screener_html,2485.0
363,ANANTRAJ,2021,FY,9.0,4611.0,screener_html,2499.0
364,ANANTRAJ,2022,FY,53.0,4385.0,screener_html,2639.0
365,ANANTRAJ,2023,FY,149.0,4357.0,screener_html,2825.0
366,ANANTRAJ,2024,FY,271.0,4868.0,screener_html,3656.0
367,ANANTRAJ,2025,FY,426.0,5235.0,screener_html,4161.0
368,ANANTRAJ,2026,FY,559.0,6869.0,screener_html,5789.0
369,ANGELONE,2015,FY,47.0,974.0,screener_html,346.0
370,ANGELONE,2016,FY,32.0,1139.0,screener_html,369.0
371,ANGELONE,2017,FY,31.0,1803.0,screener_html,389.0
372,ANGELONE,2018,FY,108.0,2367.0,screener_html,475.0
373,ANGELONE,2019,FY,80.0,2209.0,screener_html,531.0
374,ANGELONE,2020,FY,82.0,2190.0,screener_html,591.0
375,ANGELONE,2021,FY,297.0,4814.0,screener_html,1131.0
376,ANGELONE,2022,FY,625.0,7220.0,screener_html,1585.0
377,ANGELONE,2023,FY,890.0,7478.0,screener_html,2161.0
378,ANGELONE,2024,FY,1126.0,13254.0,screener_html,3039.0
379,ANGELONE,2025,FY,1172.0,16889.0,screener_html,5621.0
380,ANGELONE,2026,FY,915.0,23904.0,screener_html,6118.0
381,ANTHEM,2020,FY,93.0,787.0,screener_html,421.0
382,ANTHEM,2021,FY,271.0,1034.0,screener_html,701.0
383,ANTHEM,2022,FY,406.0,1619.0,screener_html,1355.0
384,ANTHEM,2023,FY,385.0,2014.0,screener_html,1741.0
385,ANTHEM,2024,FY,367.0,2398.0,screener_html,1925.0
386,ANTHEM,2025,FY,451.0,2808.0,screener_html,2410.0
387,ANTHEM,2026,FY,592.0,3429.0,screener_html,3042.0
388,ANURAS,2019,FY,49.0,1323.0,screener_html,482.0
389,ANURAS,2020,FY,53.0,1664.0,screener_html,565.0
390,ANURAS,2021,FY,70.0,2298.0,screener_html,1573.0
391,ANURAS,2022,FY,152.0,2891.0,screener_html,1727.0
392,ANURAS,2023,FY,217.0,3778.0,screener_html,2372.0
393,ANURAS,2024,FY,167.0,4602.0,screener_html,2761.0
394,ANURAS,2025,FY,160.0,5269.0,screener_html,2850.0
395,ANURAS,2026,FY,222.0,8013.0,screener_html,3334.0
396,APARINDS,2015,FY,49.0,2956.0,screener_html,729.0
397,APARINDS,2016,FY,122.0,2919.0,screener_html,853.0
398,APARINDS,2017,FY,177.0,3448.0,screener_html,1036.0
399,APARINDS,2018,FY,145.0,4276.0,screener_html,1108.0
400,APARINDS,2019,FY,136.0,4957.0,screener_html,1202.0
401,APARINDS,2020,FY,135.0,4654.0,screener_html,1166.0
402,APARINDS,2021,FY,160.0,4999.0,screener_html,1399.0
403,APARINDS,2022,FY,257.0,6608.0,screener_html,1715.0
404,APARINDS,2023,FY,638.0,8218.0,screener_html,2236.0
405,APARINDS,2024,FY,825.0,9616.0,screener_html,3876.0
406,APARINDS,2025,FY,821.0,11264.0,screener_html,4503.0
407,APARINDS,2026,FY,977.0,13711.0,screener_html,5393.0
